"","STUDENTID","DISTRICTID","PHOENIX","Y1SCHOOLID","Y3SCHOOLID","FAST","S13A","S13B","LUNCH_STATUS","ATTENDANCE_RATE","S2B","C3YRSTCH","P6","P5","P3A","P3B","P3C","P4A","P4B","P4C","Q11","Q10","Q8A","Q8B","Q8C","Q9A","Q9B","Q9C","R6","R5","R3A","R3B","R3C","R4A","R4B","R4C","S12A","S11","S9A","S9B","S9C","S10A","S10B","S10C","PHQ2","ATTENDANCE_PCT","FR_LUNCH"
"616","E214095",2,"Phoenix School",214,214,"FAST Program",NA,NA,3,0.967,NA,5,1,1,4,4,4,4,4,4,1,3,1,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,"0"
"617","E309037",3,"Phoenix School",309,NA,"FAST Program",NA,NA,1,0.899,NA,NA,2,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9,"1"
"618","S407012",4,"San Antonio School",407,407,"FAST Program",NA,NA,1,0.977,NA,5,6,2,3,3,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"1"
"619","S422002",4,"San Antonio School",422,422,"Control School",NA,NA,1,0.989,NA,5,5,4,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"620","E210099",2,"Phoenix School",210,210,"FAST Program",NA,NA,2,0.989,NA,5,1,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"621","E416030",4,"San Antonio School",416,NA,"FAST Program",NA,NA,2,0.944,NA,NA,0,1,1,1,1,1,2,1,2,1,1,3,3,1,3,3,2,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"622","E411065",4,"San Antonio School",411,411,"Control School",NA,NA,3,0.977,NA,2,3,2,1,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"0"
"623","E418002",4,"San Antonio School",418,418,"FAST Program",NA,NA,3,0.972,NA,NA,0,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"0"
"624","E426003",4,"San Antonio School",426,NA,"FAST Program",NA,NA,2,0.955,NA,NA,5,2,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,"1"
"625","E214089",2,"Phoenix School",214,214,"FAST Program",NA,NA,3,0.978,NA,5,1,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"0"
"626","E403019",4,"San Antonio School",403,403,"FAST Program",NA,NA,1,0.96,NA,5,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"1"
"627","E426075",4,"San Antonio School",426,410,"FAST Program",NA,NA,1,0.981,NA,4,1,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1,"1"
"628","E407080",4,"San Antonio School",407,407,"FAST Program",NA,NA,1,0.989,2,5,2,1,3,3,3,2,2,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,NA,98.9,"1"
"629","S408018",4,"San Antonio School",408,NA,"FAST Program",NA,NA,NA,NA,NA,NA,0,4,1,4,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","S325036",3,"Phoenix School",325,325,"Control School",NA,NA,1,0.972,NA,5,1,2,1,3,4,1,2,1,6,4,4,4,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"631","E302003",3,"Phoenix School",302,NA,"FAST Program",NA,NA,1,0.989,NA,NA,3,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"632","E411009",4,"San Antonio School",411,411,"Control School",NA,NA,1,0.977,NA,3,5,2,1,2,2,1,3,2,4,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"1"
"633","E413004",4,"San Antonio School",413,413,"FAST Program",NA,NA,3,0.989,NA,3,2,2,3,3,2,3,3,2,4,2,3,2,2,3,3,2,4,2,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"0"
"634","E403028",4,"San Antonio School",403,NA,"FAST Program",NA,NA,1,0.966,NA,NA,2,3,1,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,"1"
"635","E423010",4,"San Antonio School",423,443,"Control School",NA,NA,1,0.972,NA,5,2,1,1,2,3,1,2,2,3,4,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"636","E305007",3,"Phoenix School",305,NA,"FAST Program",NA,NA,1,0.96,NA,NA,0,1,1,1,1,1,1,1,3,3,1,3,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"1"
"637","S305021",3,"Phoenix School",305,305,"FAST Program",NA,NA,1,0.956,NA,NA,6,3,3,3,3,3,3,3,4,4,2,4,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,"1"
"638","E416111",4,"San Antonio School",416,437,"FAST Program",NA,NA,1,0.851,NA,5,2,2,1,1,2,1,2,2,2,2,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1,"1"
"639","S406034",4,"San Antonio School",406,432,"FAST Program",NA,NA,3,0.955,NA,1,6,4,3,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,"0"
"640","S108003",1,"Phoenix School",108,108,"Control School",NA,NA,2,0.018,NA,NA,2,1,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,"1"
"641","S319016",3,"Phoenix School",319,325,"Control School",NA,NA,1,0.922,NA,5,6,2,2,2,2,2,2,2,6,3,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,"1"
"642","E419007",4,"San Antonio School",419,NA,"Control School",NA,NA,3,0.921,NA,NA,6,3,2,2,3,2,2,3,3,4,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,"0"
"643","S325004",3,"Phoenix School",325,327,"Control School",NA,NA,1,0.9,NA,1,3,2,2,1,2,2,1,2,6,3,3,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"1"
"644","E419050",4,"San Antonio School",419,419,"Control School",NA,NA,3,0.972,NA,5,4,2,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"0"
"645","E226054",2,"Phoenix School",226,NA,"Control School",NA,NA,3,0.956,NA,NA,5,4,1,1,2,1,3,4,5,1,1,1,2,1,2,3,5,3,1,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,"0"
"646","E301022",3,"Phoenix School",301,301,"FAST Program",NA,NA,1,0.943,NA,1,0,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,"1"
"647","E426073",4,"San Antonio School",426,NA,"FAST Program",NA,NA,1,0.96,NA,NA,1,4,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"1"
"648","S108035",1,"Phoenix School",108,108,"Control School",NA,NA,1,0.989,NA,5,4,2,3,4,4,2,3,4,6,4,3,4,4,2,2,4,6,4,3,3,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"649","S426006",4,"San Antonio School",426,426,"FAST Program",NA,NA,1,0.836,NA,5,3,2,1,1,1,3,3,3,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.6,"1"
"650","E421011",4,"San Antonio School",421,421,"FAST Program",NA,NA,3,0.972,NA,2,1,1,1,1,1,1,1,1,4,4,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"0"
"651","E302006",3,"Phoenix School",302,NA,"FAST Program",NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","E404024",4,"San Antonio School",404,404,"Control School",NA,NA,1,0.944,NA,NA,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"653","S305023",3,"Phoenix School",305,330,"FAST Program",NA,NA,1,0.916,NA,5,0,2,1,4,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6,"1"
"654","E312004",3,"Phoenix School",312,NA,"Control School",NA,NA,1,0.974,NA,NA,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4,"1"
"655","E412053",4,"San Antonio School",412,NA,"Control School",NA,NA,1,0.938,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8,"1"
"656","S304026",3,"Phoenix School",304,NA,"FAST Program",NA,NA,3,1,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"0"
"657","S116020",1,"Phoenix School",116,128,"FAST Program",NA,NA,1,0.994,NA,5,0,4,1,3,1,1,3,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"658","E319002",3,"Phoenix School",319,NA,"Control School",NA,NA,1,0.839,NA,NA,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,"1"
"659","E424016",4,"San Antonio School",424,424,"Control School",NA,NA,2,0.881,NA,5,6,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1,"1"
"660","E321006",3,"Phoenix School",321,321,"Control School",NA,NA,1,0.9,NA,5,3,1,2,3,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"1"
"661","S406028",4,"San Antonio School",406,406,"FAST Program",NA,NA,1,0.977,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"1"
"662","E407004",4,"San Antonio School",407,407,"FAST Program",NA,NA,1,0.972,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"663","E410004",4,"San Antonio School",410,410,"Control School",NA,NA,3,0.96,NA,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"0"
"664","S113050",1,"Phoenix School",113,113,"FAST Program",NA,NA,1,0.911,NA,3,2,3,3,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1,"1"
"665","E224032",2,"Phoenix School",224,224,"Control School",NA,NA,1,0.978,NA,5,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"1"
"666","E418098",4,"San Antonio School",418,410,"FAST Program",NA,NA,2,0.949,NA,5,1,1,NA,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,"1"
"667","E408008",4,"San Antonio School",408,NA,"FAST Program",NA,NA,1,0.714,NA,NA,4,3,3,3,3,3,3,3,0,1,1,2,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,"1"
"668","E302068",3,"Phoenix School",302,302,"FAST Program",NA,NA,1,0.956,NA,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,"1"
"669","E406001",4,"San Antonio School",406,406,"FAST Program",NA,NA,2,0.972,NA,5,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"670","E413045",4,"San Antonio School",413,413,"FAST Program",NA,NA,3,0.977,NA,5,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,"0"
"671","E410005",4,"San Antonio School",410,427,"Control School",NA,NA,NA,NA,NA,5,3,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","E423026",4,"San Antonio School",423,423,"Control School",NA,NA,3,0.96,NA,5,6,3,1,2,3,2,2,3,6,3,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"0"
"673","E424009",4,"San Antonio School",424,410,"Control School",NA,NA,1,0.944,NA,2,3,3,1,1,1,1,1,1,6,3,1,3,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"674","E309015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","E224013",2,"Phoenix School",224,224,"Control School",NA,NA,3,0.944,NA,2,2,1,1,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"0"
"676","E422024",4,"San Antonio School",422,422,"Control School",NA,NA,1,0.944,NA,5,6,4,4,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"677","S426011",4,"San Antonio School",426,444,"FAST Program",NA,NA,1,0.972,NA,5,3,2,4,4,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"678","E414104",4,"San Antonio School",414,406,"FAST Program",NA,NA,1,0.96,NA,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"1"
"679","E226024",2,"Phoenix School",226,226,"Control School",NA,NA,1,0.944,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"680","E214041",2,"Phoenix School",214,214,"FAST Program",NA,NA,1,0.889,NA,NA,6,4,2,3,4,2,3,4,6,4,3,3,3,3,3,3,6,3,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9,"1"
"681","E403061",4,"San Antonio School",403,403,"FAST Program",NA,NA,3,0.983,NA,5,3,2,1,2,3,1,2,3,1,2,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"0"
"682","S108011",1,"Phoenix School",108,NA,"Control School",NA,NA,1,0.074,NA,NA,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,"1"
"683","S113059",1,"Phoenix School",113,NA,"FAST Program",NA,NA,1,0.989,NA,NA,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"684","S116062",1,"Phoenix School",116,NA,"FAST Program",NA,NA,1,1,NA,NA,6,4,1,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"685","E416108",4,"San Antonio School",416,416,"FAST Program",NA,NA,1,0.949,NA,5,3,2,1,1,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,"1"
"686","E410031",4,"San Antonio School",410,410,"Control School",NA,NA,3,0.96,NA,5,5,1,2,2,2,2,2,1,5,3,3,3,2,2,3,3,4,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"0"
"687","E406011",4,"San Antonio School",406,406,"FAST Program",NA,NA,1,1,NA,5,3,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"688","S302042",3,"Phoenix School",302,302,"FAST Program",NA,NA,3,0.989,NA,5,4,4,2,2,2,2,2,2,5,4,3,3,3,3,3,3,4,4,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"0"
"689","E417001",4,"San Antonio School",417,417,"Control School",NA,NA,1,0.932,NA,5,6,3,1,3,1,1,3,1,3,4,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"1"
"690","S207068",2,"Phoenix School",207,NA,"FAST Program",NA,NA,1,0.833,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,"1"
"691","E411049",4,"San Antonio School",411,411,"Control School",NA,NA,3,0.966,NA,5,3,1,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,"0"
"692","E305012",3,"Phoenix School",305,NA,"FAST Program",NA,NA,1,0.928,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8,"1"
"693","E210007",2,"Phoenix School",210,210,"FAST Program",NA,NA,1,0.933,NA,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,"1"
"694","E409024",4,"San Antonio School",409,409,"Control School",NA,NA,3,0.96,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"0"
"695","S309018",3,"Phoenix School",309,309,"FAST Program",NA,NA,1,0.95,NA,NA,6,2,2,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"1"
"696","E304041",3,"Phoenix School",304,NA,"FAST Program",NA,NA,1,0.928,NA,NA,0,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.8,"1"
"697","E407074",4,"San Antonio School",407,407,"FAST Program",NA,NA,3,0.983,NA,5,2,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"0"
"698","E116004",1,"Phoenix School",116,116,"FAST Program",NA,NA,1,0.994,NA,5,3,2,1,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"699","E408030",4,"San Antonio School",408,408,"FAST Program",NA,NA,1,0.944,NA,NA,5,3,1,3,3,2,3,3,5,3,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"700","E113008",1,"Phoenix School",113,NA,"FAST Program",NA,NA,1,0.933,NA,NA,0,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,"1"
"701","E403034",4,"San Antonio School",403,403,"FAST Program",NA,NA,1,0.983,NA,5,5,3,1,2,3,1,2,3,6,3,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"702","E404042",4,"San Antonio School",404,NA,"Control School",NA,NA,1,0.972,NA,NA,3,3,1,1,1,1,1,1,6,3,1,2,2,1,3,3,4,3,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"703","E421030",4,"San Antonio School",421,421,"FAST Program",NA,NA,3,0.989,NA,2,2,2,1,2,3,2,2,2,5,2,1,3,2,1,3,3,6,3,1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"0"
"704","E416033",4,"San Antonio School",416,416,"FAST Program",NA,NA,1,0.989,NA,5,6,3,1,3,3,2,4,3,6,3,1,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,"1"
"705","E402054",4,"San Antonio School",402,402,"Control School",NA,NA,3,0.983,NA,5,5,3,1,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"0"
"706","E303002",3,"Phoenix School",303,NA,"Control School",NA,NA,1,0.773,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.3,"1"
"707","E220090",2,"Phoenix School",220,220,"FAST Program",NA,NA,NA,NA,NA,5,6,4,2,4,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","E414095",4,"San Antonio School",414,444,"FAST Program",NA,NA,1,0.983,NA,5,2,4,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"709","E415072",4,"San Antonio School",415,462,"FAST Program",NA,NA,1,0.983,NA,5,2,1,1,1,1,1,1,1,3,3,1,2,1,1,2,1,4,3,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"710","E416101",4,"San Antonio School",416,425,"FAST Program",NA,NA,1,0.881,NA,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1,"1"
"711","E411001",4,"San Antonio School",411,408,"Control School",NA,NA,1,0.949,NA,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,"1"
"712","E117015",1,"Phoenix School",117,117,"Control School",NA,NA,1,0.994,NA,5,3,2,2,3,3,1,2,2,4,2,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,"1"
"713","E111004",1,"Phoenix School",111,111,"Control School",2,2,1,0.994,1,5,4,3,1,1,3,1,1,3,4,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,2,4,99.4,"1"
"714","E414007",4,"San Antonio School",414,414,"FAST Program",NA,NA,1,0.983,2,2,3,1,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
